variable_name,variable_label,measure,original_type,value_labels_json,missing_ranges_json,missing_user_values_json
v06,Moreno scale: Welsh,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Welsh not British"", ""2.0"": ""More Welsh than British"", ""3.0"": ""Equally Welsh and British"", ""4.0"": ""More British than Welsh"", ""5.0"": ""British not Welsh"", ""6.0"": ""None of these"", ""7.0"": ""Other"", ""8.0"": ""English""}",[],[]
w01,Subjective class,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes, middle class"", ""2.0"": ""Yes, working class"", ""3.0"": ""Yes, other"", ""4.0"": ""No"", ""5.0"": ""Lower"", ""6.0"": ""Working middle class""}",[],[]
w02,Subjective class squeeze,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Middle class"", ""2.0"": ""Working class"", ""3.0"": ""Upper class""}",[],[]
w03,W3 When you were growing up would you say your family was middle class or workin,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Middle class"", ""2.0"": ""Working class"", ""3.0"": ""Upper class""}",[],[]
w08,W8 Thinking back to when you were growing up. Do you know what party your mother,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Labour"", ""2.0"": ""Conservatives"", ""3.0"": ""Liberal Democrats/Liberals/SDP/Alliance"", ""4.0"": ""Scottish National Party (SNP)"", ""5.0"": ""Plaid Cymru"", ""6.0"": ""Green Party"", ""7.0"": ""United Kingdom Independence Party (UKIP)"", ""8.0"": ""British National Party (BNP)"", ""9.0"": ""Other"", ""10.0"": ""Had no usual party"", ""11.0"": ""Did not vote"", ""12.0"": ""No mother""}",[],[]
w09,W9 And what about your father? What party did your father vote for if he voted?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Labour"", ""2.0"": ""Conservatives"", ""3.0"": ""Liberal Democrats/Liberals/SDP/Alliance"", ""4.0"": ""Scottish National Party (SNP)"", ""5.0"": ""Plaid Cymru"", ""6.0"": ""Green Party"", ""7.0"": ""United Kingdom Independence Party (UKIP)"", ""8.0"": ""British National Party (BNP)"", ""9.0"": ""Other"", ""10.0"": ""Had no usual party"", ""11.0"": ""Did not vote"", ""12.0"": ""No father""}",[],[]
w11,"W11 Thinking now of trade unions and big business in this country. First, do you",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Have too much power"", ""2.0"": ""Don't have too much power""}",[],[]
w12,"W12 Do you think that big business in this country has too much power, or not?",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Have too much power"", ""2.0"": ""Don't have too much power""}",[],[]
w13_1,Working/middle class: Conservative,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very middle class"", ""2.0"": ""Fairly middle class"", ""3.0"": ""Slightly middle class"", ""4.0"": ""Neither middle class nor working class"", ""5.0"": ""Slightly working class"", ""6.0"": ""Fairly working class"", ""7.0"": ""Very working class""}",[],[]
w13_2,Working/middle class: Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very middle class"", ""2.0"": ""Fairly middle class"", ""3.0"": ""Slightly middle class"", ""4.0"": ""Neither middle class nor working class"", ""5.0"": ""Slightly working class"", ""6.0"": ""Fairly working class"", ""7.0"": ""Very working class""}",[],[]
w15_1,"If welfare benefits weren't so generous, people would learn to stand on their ow",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Agree"", ""5.0"": ""Strongly agree""}",[],[]
w15_2,University students should be charged tuition fees,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Agree"", ""5.0"": ""Strongly agree""}",[],[]
w15_3,Many people who get social security don't really deserve any help,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly disagree"", ""2.0"": ""Disagree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Agree"", ""5.0"": ""Strongly agree""}",[],[]
r6,R6 Would you support or oppose re-introducing grammar schools?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Strongly oppose"", ""2.0"": ""Oppose"", ""3.0"": ""Neither support nor oppose"", ""4.0"": ""Support"", ""5.0"": ""Strongly support""}",[],[]
x01_1,Knowledge: Polling stations close at 10.00pm on election day.,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_2,Knowledge: No-one may stand for parliament unless they pay a deposit?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_3,Knowledge: Only taxpayers are allowed to vote in a general election.,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_4,Knowledge: The Liberal Democrats favour a system of proportional representation,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_5,Knowledge: MPs from different parties are on parliamentary committees?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x01_6,Knowledge: The number of members of parliament is about 100?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""True"", ""2.0"": ""False""}",[],[]
x2,"X2 3If there were another UK General Election tomorrow, how likely is it that yo",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don`t know"", ""1.0"": ""Very unlikely that I would vote"", ""2.0"": ""Fairly unlikely"", ""3.0"": ""Neither likely nor unlikely"", ""4.0"": ""Fairly likely"", ""5.0"": ""Very likely that I would vote""}",[],[]
x3,"X3 And if there were a UK General Election tomorrow, which party would you vote",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don`t know"", ""1.0"": ""I would not vote"", ""2.0"": ""Labour"", ""3.0"": ""Conservatives"", ""4.0"": ""Liberal Democrats"", ""5.0"": ""Scottish National Party (SNP)"", ""6.0"": ""Plaid Cymru"", ""7.0"": ""Green Party"", ""8.0"": ""United Kingdom Independence Party (UKIP)"", ""9.0"": ""Other""}",[],[]
k06,K6 Do you use Twitter?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
k08,K8 Do you use Facebook?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y01,Income - gross household,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""-1.0"": ""Don`t know"", ""1.0"": ""Under GBP 2,600"", ""2.0"": ""GBP 2,600 - GBP 5,199"", ""3.0"": ""GBP 5,200 - GBP 10,399"", ""4.0"": ""GBP 10,400 - GBP 15,599"", ""5.0"": ""GBP 15,600 - GBP 20,799"", ""6.0"": ""GBP 20,800 - GBP 25,999"", ""7.0"": ""GBP 26,000 - GBP 31,199"", ""8.0"": ""GBP 31,200 - GBP 36,399"", ""9.0"": ""GBP 36,400 - GBP 39,999"", ""10.0"": ""GBP 40,000 - GBP 44,999"", ""11.0"": ""GBP 45,000 - GBP 49,999"", ""12.0"": ""GBP 50,000 - GBP 59,999"", ""13.0"": ""GBP 60,000 - GBP 74,999"", ""14.0"": ""GBP 75,000 - GBP 99,999"", ""15.0"": ""GBP 100,000 or more""}",[],[]
y03,Y3 Which of these best describes where you live?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Own home outright"", ""2.0"": ""Own home on mortgage"", ""3.0"": ""Rented from local authority"", ""4.0"": ""Rented from private landlord"", ""5.0"": ""It belongs to a Housing Association""}",[],[]
y04_01,Dependents: pre-school children,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_02,Dependents: school children,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_03,"Dependents: Sick, disabled or elderly",unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_04,Dependents: None of the above,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y04_05,Dependents: Don't know,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y06,Y6 Do you regard yourself as belonging to any particular religion?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refusal"", ""0.0"": ""No religion"", ""1.0"": ""Christian - no denomination"", ""2.0"": ""Roman Catholic"", ""3.0"": ""Church of England/ Anglican/Episcopal"", ""4.0"": ""Presbyterian/Church of Scotland"", ""5.0"": ""Methodist"", ""6.0"": ""Baptist"", ""7.0"": ""United Reform Church (URC)/Congregational"", ""8.0"": ""Free Presbyterian"", ""9.0"": ""Brethren"", ""10.0"": ""Other Protestant"", ""11.0"": ""Other Christian"", ""12.0"": ""Jewish"", ""13.0"": ""Hindu"", ""14.0"": ""Islam/Muslim"", ""15.0"": ""Sikh"", ""16.0"": ""Buddhist"", ""17.0"": ""Other non-Christian"", ""18.0"": ""Church of Scotland"", ""19.0"": ""Jehovah witness""}",[],[]
y07,Religious attendance,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Once a week or more"", ""2.0"": ""Less often but at least once in two weeks"", ""3.0"": ""Less often but at least once a month"", ""4.0"": ""Less often but at least twice a year"", ""5.0"": ""Less often but at least once a year"", ""6.0"": ""Less often"", ""7.0"": ""Varies too much to say"", ""8.0"": ""Never or practically never""}",[],[]
y08,Trade union/staff association member,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes: trade union"", ""2.0"": ""Yes: staff association"", ""3.0"": ""No""}",[],[]
y09,Gender,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Male"", ""2.0"": ""Female""}",[],[]
y10_banded,Y10. Please can you tell me your age at your last birthday,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""1.0"": ""18-24"", ""2.0"": ""25-34"", ""3.0"": ""35-44"", ""4.0"": ""45-54"", ""5.0"": ""55-64"", ""6.0"": ""65-74"", ""7.0"": ""75-84"", ""8.0"": ""85+""}",[],[]
Age,Age at last birthday,unknown,F8.0,"{""-2.0"": ""Refused""}",[],[]
y11,Y11. Please choose one option that best describes your ethnic group or backgroun,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""1.0"": ""English/Welsh/Scottish/Northern Irish/British"", ""2.0"": ""Irish"", ""3.0"": ""Gypsy or Irish Traveller"", ""4.0"": ""Any other White background"", ""5.0"": ""White and Black Caribbean"", ""6.0"": ""White and Black African"", ""7.0"": ""White and Asian"", ""8.0"": ""Any other Mixed/Multiple ethnic background"", ""9.0"": ""Indian"", ""10.0"": ""Pakistani"", ""11.0"": ""Bangladeshi"", ""12.0"": ""Chinese"", ""13.0"": ""Any other Asian background"", ""14.0"": ""African"", ""15.0"": ""Caribbean"", ""16.0"": ""Any other Black/African/Caribbean background"", ""17.0"": ""Arab"", ""18.0"": ""Any other ethnic group"", ""19.0"": ""Polish""}",[],[]
y12a,Y12A Do you have any educational or work-related qualifications?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
education,Y13A. What is the highest qualification you have?,unknown,F53.0,"{""-999.0"": ""Not stated"", ""-2.0"": ""Refused"", ""0.0"": ""No qualification"", ""1.0"": ""Postgraduate degree"", ""2.0"": ""First degree"", ""3.0"": ""Univ/poly diploma"", ""4.0"": ""Teaching qualification"", ""5.0"": ""Nursing qualification"", ""6.0"": ""HNC/HND, City&Guilds level 4, NVQ/SVQ 4/5"", ""7.0"": ""A level or equivalent"", ""8.0"": ""Scottish Higher or equivalent"", ""9.0"": ""ONC/OND, City&Guilds level 3, NVQ/SVQ 3"", ""10.0"": ""GCSE A*-C, CSE grade 1, O level grade A-C"", ""11.0"": ""Scottish Standard grades, Ordinary bands"", ""12.0"": ""GCSE D-G, CSE grades 2-5, O level D-E"", ""13.0"": ""City&Guilds level 2, NVQ/SVQ 2 and equivalent"", ""14.0"": ""City&Guilds level 1, NVQ/SVQ 1 and equivalent"", ""15.0"": ""Clerical and commercial qualifications"", ""16.0"": ""Recognised trade apprenticeship"", ""17.0"": ""Youth training certificate, skill seekers"", ""18.0"": ""Other technical, professional or higher qualification"", ""19.0"": ""AAT/ACA/ Accountancy qualifications"", ""20.0"": ""hgv"", ""21.0"": ""Refused""}",[],[]
y17,Working status,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Working full time -  employee (30+ hours)"", ""2.0"": ""Working full time - self-employed (30+ hours)"", ""3.0"": ""Working part time - employee (8-29 hours)"", ""4.0"": ""Working part time - self-employed (8-29 hours)"", ""5.0"": ""Unemployed and actively seeking work"", ""6.0"": ""On a government sponsored training scheme"", ""7.0"": ""A full time student or pupil"", ""8.0"": ""Looking after the family or home"", ""9.0"": ""Not working because temporarily sick or injured"", ""10.0"": ""Not working because long-term sick or disabled"", ""11.0"": ""Retired from paid work"", ""12.0"": ""None of these""}",[],[]
y17a,Y17A Have you been unemployed for less than 1 year or longer than that?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Less than 1 year"", ""2.0"": ""1 year or more""}",[],[]
y18,"Y18 Have you ever had a paid job at all, apart from any casual or holiday work?",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y18a,Y18A Were you an employee or self employed?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Employee"", ""2.0"": ""Self employed""}",[],[]
y22,"Y22 In your job, do/did you have any formal responsibility for supervising the w",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y23,Y23 How many people work(ed) for your employer at the place where you work(ed)?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""1 to 24"", ""2.0"": ""25 to 499"", ""3.0"": ""500 or more employees""}",[],[]
y24,Y24 Are/Were you working on your own or do/did you have employees?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""On own/with partner(s) but no employees"", ""2.0"": ""With employees""}",[],[]
y25,Y25 How many people do/did you employ at the place where you work(ed)?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""1 to 9"", ""2.0"": ""10 to 24"", ""3.0"": ""25 to 499"", ""4.0"": ""500 or more employees""}",[],[]
y26,Marital Status,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Married"", ""2.0"": ""Living with partner"", ""3.0"": ""Single"", ""4.0"": ""Widowed"", ""5.0"": ""Separated"", ""6.0"": ""Divorced""}",[],[]
y45,"Y45 Finally, as far as you know, is your name on the electoral register, that is",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes, at this address"", ""2.0"": ""Yes, at another address"", ""3.0"": ""No, I am not registered""}",[],[]
y46a,Y46A Would you be willing for us to add administrative data from the electoral r,unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
y47,"Y47 We are also conducting a short self-completion survey, and we would be very",unknown,F8.0,"{""-999.0"": ""Not stated"", ""1.0"": ""Yes - via the online survey"", ""2.0"": ""Yes - via paper questionnaire"", ""3.0"": ""No - do not want to take part""}",[],[]
y48_1,Y48_1 Who else was present during interview?:No-one else present,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_2,Y48_2 Who else was present during interview?:Respondent's partner/husband/wife,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_3,Y48_3 Who else was present during interview?:Respondent's son/daughter,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_4,Y48_4 Who else was present during interview?:Other adult living in household,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_5,Y48_5 Who else was present during interview?:Other young person living in househ,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
y48_6,Y48_6 Who else was present during interview?:Other adult/young person not living,unknown,F8.0,"{""0.0"": ""No"", ""1.0"": ""Yes""}",[],[]
followup1,Willing to be recontacted by GfK/Kantat/Natcen,unknown,F8.0,"{""1.0"": ""Yes - willing to be re-contacted"", ""2.0"": ""No - not willing to be re-contacted""}",[],[]
followup2,Willing to be recontacted by Manchester/Oxford/Nottingham Universities,unknown,F8.0,"{""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
q1_cses,"Q1_CSES. How closely do you follow politics on TV, radio, newspapers, or the Int",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Very closely"", ""2.0"": ""Fairly closely"", ""3.0"": ""Not very closely"", ""4.0"": ""Not at all""}",[],[]
q2_cses_1,Q2_CSES_1. Do you agree or disagree with the following statements?:You feel you,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q2_cses_2,Q2_CSES_2. Do you agree or disagree with the following statements?:What people c,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q2_cses_3,Q2_CSES_3. Do you agree or disagree with the following statements?:Most politici,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q2_cses_4,Q2_CSES_4. Do you agree or disagree with the following statements?:Most politici,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q2_cses_5,Q2_CSES_5. Do you agree or disagree with the following statements?:Politicians a,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q2_cses_6,Q2_CSES_6. Do you agree or disagree with the following statements?:Having a stro,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q2_cses_7,"Q2_CSES_7. Do you agree or disagree with the following statements?:The people, a",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q2_cses_8,Q2_CSES_8. Do you agree or disagree with the following statements?:Most politici,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q3_cses_1,Q3_CSES_1. Now thinking about minorities in Britain.:Minorities should adapt to,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q3_cses_2,Q3_CSES_2. Now thinking about minorities in Britain.:The will of the majority sh,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q3_cses_3,Q3_CSES_3. Now thinking about minorities in Britain.:Immigrants are generally go,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q3_cses_4,Q3_CSES_4. Now thinking about minorities in Britain.:Britain's culture is genera,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q3_cses_5,Q3_CSES_5. Now thinking about minorities in Britain.:Immigrants increase crime r,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Strongly agree"", ""2.0"": ""Somewhat agree"", ""3.0"": ""Neither agree nor disagree"", ""4.0"": ""Somewhat disagree"", ""5.0"": ""Strongly disagree""}",[],[]
q4_cses_1,Q4_CSES_1. How important do you think the following is for being truly British:T,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very important"", ""2.0"": ""Fairly important"", ""3.0"": ""Not very important"", ""4.0"": ""Not important at all""}",[],[]
q4_cses_2,Q4_CSES_2. How important do you think the following is for being truly British:F,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very important"", ""2.0"": ""Fairly important"", ""3.0"": ""Not very important"", ""4.0"": ""Not important at all""}",[],[]
q4_cses_3,Q4_CSES_3. How important do you think the following is for being truly British:T,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very important"", ""2.0"": ""Fairly important"", ""3.0"": ""Not very important"", ""4.0"": ""Not important at all""}",[],[]
q4_cses_4,Q4_CSES_4. How important do you think the following is for being truly British:T,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very important"", ""2.0"": ""Fairly important"", ""3.0"": ""Not very important"", ""4.0"": ""Not important at all""}",[],[]
q4_cses_5,Q4_CSES_5. How important do you think the following is for being truly British:T,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Very important"", ""2.0"": ""Fairly important"", ""3.0"": ""Not very important"", ""4.0"": ""Not important at all""}",[],[]
q5_cses,Q5_CSES. Now on to another topic. How widespread do you think corruption such as,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Very widespread"", ""2.0"": ""Quite widespread"", ""3.0"": ""Not very widespread"", ""4.0"": ""It hardly happens at all""}",[],[]
q6_cses,"Q6_CSES. Now thinking about the performance of the UK government in general, how",unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Very good job"", ""2.0"": ""Good job"", ""3.0"": ""Bad job"", ""4.0"": ""Very bad job""}",[],[]
q7_cses,Q7_CSES. Would you say that any of the parties in Britain represent your views r,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don`t know"", ""1.0"": ""Yes"", ""2.0"": ""No""}",[],[]
q8_cses,Q8_CSES. Which party represents your views best?,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""1.0"": ""Labour"", ""2.0"": ""Conservatives"", ""3.0"": ""Liberal Democrats"", ""4.0"": ""Scottish National Party (SNP)"", ""5.0"": ""Plaid Cymru"", ""6.0"": ""Green Party"", ""7.0"": ""United Kingdom Independent Party (UKIP)"", ""8.0"": ""All of them/ more than one"", ""9.0"": ""Other""}",[],[]
q9_cses_1,Left/right Conservatives,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Left 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Right 10""}",[],[]
q9_cses_2,Left/right Labour,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Left 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Right 10""}",[],[]
q9_cses_3,Left/right Liberal Democrats,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Left 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Right 10""}",[],[]
q9_cses_4,Left/right UKIP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Left 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Right 10""}",[],[]
q9_cses_5,Left/right SNP,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Left 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Right 10""}",[],[]
q9_cses_6,Left/right Plaid Cymru,unknown,F8.0,"{""-999.0"": ""Not stated"", ""-1.0"": ""Don't know"", ""0.0"": ""Left 0"", ""1.0"": ""1"", ""2.0"": ""2"", ""3.0"": ""3"", ""4.0"": ""4"", ""5.0"": ""5"", ""6.0"": ""6"", ""7.0"": ""7"", ""8.0"": ""8"", ""9.0"": ""9"", ""10.0"": ""Right 10""}",[],[]
